user_text,user_text_clean,label,intent,answer_mundart,needs_review,is_seed
musik lose hilft mer extrem zum abschalte,musik lose hilft mer extrem zum abschalte,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
"inhaltlich isch s stabil, optisch chan mer no drann schaffe",inhaltlich isch s stabil optisch chan mer no drann schaffe,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,True
"ich ha s gfuehl, mis imunsystem isch im keller zum schreiä bis bald",ich ha s gfuehl mis imunsystem isch im keller zum schreiae bis bald,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"ich bechum ständig fehlermeldig und check nöd, was s heisst",ich bechum staendig fehlermeldig und check noed was s heisst,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
"ich ha langsam kei idee meh, was ich no cha probiere",ich ha langsam kei idee meh was ich no chan probiere,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
"ich ha s gfühl, ich chan wieder freier atme richtig schön",ich ha s gfuehl ich chan wieder freier atme richtig schoen,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"hallo du, das isch richtig stark worde schöns wucheend",hallo du das isch richtig stark worde schoens wucheend,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
ich bi würkli stolz uf mich grad lg,ich bi wuerkli stolz uf mich grad lg,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"ich mach mer au sorgä, öb ich z vill stress ha fürs herz bis spöter",ich mach mer au sorgae oeb ich z vill stress ha fuers herz bis spoeter,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"ich bi über en beitrag gstolpert, wo guet z dem passt",ich bi ueber en beitrag gstolpert wo guet z dem passt,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,True
mir chönd s au no chli beobachte,mir choend s au no chli beobachte,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
"ich ha mini prüefig bstange, bin voll erleichtert zum sich freue",ich ha mini prueefig bstange bi voll erleichtert zum sich freue,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
"ich chan s fast nöd glaube, wie guet das cho isch",ich chan s fast ned glaube wie guet das cho isch,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,True
chan ich dir es paar frage stelle dazu?,chan ich dir es paar frage stelle dazu,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
mis wlan macht grad komische sache,mis wlan macht grad komische sache,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
ich ha kei lust meh uf no meh belastig mit däne,ich ha kei lust meh uf no meh belastig mit daene,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"hoi, ich bin begeistert, wie sich das entwicklet het ciao",hoi ich bi begeistert wie sich das entwicklet het ciao,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
"danke, dass du für mich do bisch liebi grüess",danke dass du fuer mich do bisch liebi grueess,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
"ich ha s gfuehl, alli andere chönd s besser als ich so en scheiss tschüss",ich ha s gfuehl alli andere choend s besser als ich so en scheiss tschuess,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
ich bi imfall grad voll motiviert,ich bi im fall grad voll motiviert,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,True
"ich schätz es mega, so mensche um mich z ha",ich schaetz es mega so mensche um mich z ha,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
ich han no kei klare meinig dezue für s erscht mal guet gruessli,ich han no kei klare meinig dezue fuer s erscht mal guet gruessli,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
"jo, ich frag mi die ganz zit, öb ich das würklich cha",jo ich frag mi die ganz zit oeb ich das wuerklich chan,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
was treibsch im momänt?,was treibsch im momaent,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,True
"ich weiss nöd, welches kabel wohi ghört",ich weiss noed welches kabel wohi ghoert,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
"ich bin so erleichtert, dass das jetzt um isch",ich bi so erleichtert dass das jetzt um isch,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,True
"ich bi scho am plane, wie das chönnt werde bis bald",ich bi scho am plane wie das choennt werde bis bald,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
ich bi imfall im momänt recht zfriede mit mim alltag,ich bi im fall im momaent recht zfriede mit mim alltag,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"ich ha s gfuehl, ich bin nöd lässig gnue zum schreiä liebi grüess",ich ha s gfuehl ich bi ned laessig gnue zum schreiae liebi grueess,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
"hallo du, es het es neus projekt, wo spannend chönnt sii",hallo du es het es neus projekt wo spannend choennt sii,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"hey, ich ha öppis verstellt i de einstellige und find s nüm",hey ich ha oeppis verstellt i de einstellige und find s nuem,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
"ich ha s gfuehl, ich werd nöd würklich glosä gopfertami",ich ha s gfuehl ich werd ned wuerklich glosae gopfertami,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"jo, chan ich dir es paar frage stelle dazu? schönä tag no",jo chan ich dir es paar frage stelle dazu schoenae tag no,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
"ich bi dankbar für die stabilität, wo ich grad ha",ich bi dankbar fuer die stabilitaet wo ich grad ha,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,True
die vorfreud git mir grad viel energie eifach nur schön schöns wucheend,die vorfreud git mir grad viel energie eifach nur schoen schoens wucheend,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"ich ha s gfühl, ich chan wieder freier atme schönä tag no",ich ha s gfuehl ich chan wieder freier atme schoenae tag no,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"ich bin dankbar für die nächi, wo mer händ",ich bi dankbar fuer die naechi wo mer haend,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
wie isch dini wuche bis jetzt gsi?,wie isch dini wuche bis jetzt gsi,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
ich ha hart drfür gschaffet und jetzt zahlts sich us,ich ha hart drfuer gschaffet und jetzt zahlts sich us,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
ich ha kei bock meh,ich ha kei bock meh,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,True
mini angst het sich zum gliick nöd bestätiget,mini angst het sich zum gliick ned bestaetiget,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,True
ich bi huere happy grad,ich bi huere happy grad,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
es het wieder es update zue dere sach geh,es het wieder es update zue dere sach go,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,True
ich ha öppis verstellt i de einstellige und find s nüm,ich ha oeppis verstellt i de einstellige und find s nuem,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
ich bi komplett müed,ich bi komplett mueed,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
ich chum nöd drus mit däm update,ich chum ned drus mit daem update,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
"ich weiss nöd, ob sich das no flicke laht tschüss",ich weiss noed ob sich das no flicke laht tschuess,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"hoi, ich fühl mi imfall schono längers isoliert",hoi ich fuehl mi im fall schono laengers isoliert,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"hallo du, endlich isch d entscheidig do, und s isch besser cho als erwartet",hallo du endlich isch d entscheidig do und s isch besser cho als erwartet,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"jo, ich vergleich mi immer mit andere und schneid schlecht ab zum verseckä",jo ich vergleich mi immer mit andere und schneid schlecht ab zum verseckae,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
ich ha öppis verstellt i de einstellige und find s nüm passt so für mich,ich ha oeppis verstellt i de einstellige und find s nuem passt so fuer mich,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
das git mir viel energie,das git mir viel energie,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,True
"jo, ich bi mega froh um mini fründschaftä",jo ich bi mega froh um mini fruendschaftae,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
alles isch grad uf einisch z vil zum verseckä,alles isch grad uf einisch z vil zum verseckae,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
"hey, ich bruch dringends en rat",hey ich bruch dringends en rat,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
ich bi grad recht enttäuscht vo dere person,ich bi grad recht enttaeuscht vo dere person,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"ich ha s gfuehl, mis imunsystem isch im keller schönä tag no",ich ha s gfuehl mis imunsystem isch im keller schoenae tag no,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"hoi, mini aufgabe sind imfall nüm machbar i dere zit schönä tag no",hoi mini aufgabe sind im fall nuem machbar i dere zit schoenae tag no,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
"ich ha feedback übercho, dass mini arbeit sehr guet isch gsi",ich ha feedback uebercho dass mini arbeit sehr guet isch gsi,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,True
"ey, es isch alles so schlecht organisiert",ey es isch alles so schlecht organisiert,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
ich bi komplett müed,ich bi komplett mueed,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
"ich go gern jogge, wenn ich chli kopf lüfte möcht wür ich säge",ich go gern jogge wenn ich chli kopf luefte moecht wuer ich saege,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
s chummt immer no öppis debi und nüt wird weniger,s chummt immer no oeppis debi und nuet wird weniger,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
"ich ha s gfühl, jetzt isch en guete zeitpunkt zum starte",ich ha s gfuehl jetzt isch en guete zeitpunkt zum starte,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"hey, vo minere sicht her funktioniert s, aber d doku chönnt besser sii mal luege",hey vo minere sicht her funktioniert s aber d doku choennt besser sii mal luege,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"hey, es isch schön z gseh, wie wiit ich cho bi mega guet",hey es isch schoen z gseh wie wiit ich cho bi mega guet,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"es chunnt immer meh ufträgi debi, aber kei ressourcen",es chunnt immer meh uftraegi debi aber kei ressourcen,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
ich cha uf das resultat ohni schlechts gfühl luege,ich chan uf das resultat ohni schlechts gfuehl luege,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,True
ich probier chli vorus z plane statt nume spontan liebi grüess,ich probier chli vorus z plane statt nume spontan liebi grueess,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
mis wlan macht grad komische sache,mis wlan macht grad komische sache,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
mini schlaf isch seit wuche schlecht und das macht mir sorge liebi grüess,mini schlaf isch seit wuche schlecht und das macht mir sorge liebi grueess,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
ich vergleich mi immer mit andere und schneid schlecht ab tschüss,ich vergleich mi immer mit andere und schneid schlecht ab tschuess,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
"ich bi stolz, dass ich das durchzoge ha",ich bi stolz dass ich das durchzoge ha,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
"ich ha s gfuehl, mis handy isch extrem langsam worde mach s guet",ich ha s gfuehl mis handy isch extrem langsam worde mach s guet,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
mis wlan macht grad komische sache so im fall,mis wlan macht grad komische sache so im fall,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
hey wie gohts dir?,hey wie gohts dir,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"au wenn lüüt um mich ume sind, fühl ich mi allei",au wenn lueuet um mich ume sind fuehl ich mi allei,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"i ha s gfuehl, ich brenne bald us",i ha s gfuehl ich brenne bald us,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
mini rutine tuet mir guet,mini rutine tuet mir guet,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,True
"kurz es update: es lauft imfall solid, aber langsam lg",kurz es update es lauft im fall solid aber langsam lg,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
ich ha etz wieder chli ruhe im chopf vo härze her guet,ich ha etz wieder chli ruhe im chopf vo haerze her guet,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"ich ha s gfühl, ich funktionier nume no",ich ha s gfuehl ich funktionier nume no,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
es muess nöd grad hüt sii so im fall,es muess ned grad huet sii so im fall,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
mir rede ane vorbei und nüt chunt a,mir rede ane vorbei und nuet chunnt a,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"ich han vil kontakt online, aber weni, wo sich echt aafühlt",ich han vil kontakt online aber weni wo sich echt aafuehlt,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,True
"jo, ich ha sehr vil i die beziehig investiert und wenig zrugg übercho",jo ich ha sehr vil i die beziehig investiert und wenig zrugg uebercho,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
wo wäre für dich am praktischste?,wo waere fuer dich am praktischste,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"ich bi stolz, dass ich drblibe bi, au wenn s schwierig gsi isch",ich bi stolz dass ich drblibe bi au wenn s schwierig gsi isch,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,True
ich bi grad voll im loch,ich bi grad voll im loch,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
ich ha kei bock meh tschüss,ich ha kei bock meh tschuess,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
"hey, was meinsch, isch die bescht option? wür ich säge",hey was meinsch isch die bescht option wuer ich saege,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
"ich mach mer au sorgä, öb ich z vill belastig ha fürs herz bis spöter",ich mach mer au sorgae oeb ich z vill belastig ha fuers herz bis spoeter,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
ich fühl mi richtig usgbrennt,ich fuehl mi richtig usgbrennt,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
"ey, es isch grad en spannende entwicklung i dem bereich am laufe",ey es isch grad en spannende entwicklung i dem bereich am laufe,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"ey, ich probier chli vorus z plane statt nume spontan mal gseh",ey ich probier chli vorus z plane statt nume spontan mal gseh,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"hey, für wann sömer s ungefähr apegge?",hey fuer wann soemer s ungefaehr apegge,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"jo, ich bi s pandablet, aber es fählt kei lösig",jo ich bi s pandablet aber es faehlt kei loesig,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
ich ha imfall grad vill bock zum dranzbliibe,ich ha im fall grad vill bock zum dranzbliibe,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,True
ich fühl mi imfall recht einsam im momänt gopfertami,ich fuehl mi im fall recht einsam im momaent gopfertami,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"ich ha gseh, dass d termi sich chli gschobe händ isch okay so",ich ha gseh dass d termi sich chli gschobe haend isch okay so,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
was sind dini plän fürs wucheend? schöns wucheend,was sind dini plaen fuers wucheend schoens wucheend,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"inhaltlich isch s stabil, optisch chan mer no drann schaffe denke ich",inhaltlich isch s stabil optisch chan mer no drann schaffe denke ich,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
mini angst het sich zum gliick nöd bestätiget,mini angst het sich zum gliick ned bestaetiget,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"es isch no nöd alles fertig, aber ich bi druf und dra mal gseh schöns wucheend",es isch no ned alles fertig aber ich bi druf und dra mal gseh schoens wucheend,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
"hey, i ha kei ahnig, wie ich das alles söll under e huet bringe",hey i ha kei ahnig wie ich das alles soell under e huet bringe,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
mir händ offe chönne rede über ernsti sache,mir haend offe choenne rede ueber ernsti sache,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
ich han lang uf dä moment gwartet mach s guet,ich han lang uf dae moment gwartet mach s guet,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"ich ha s gfühl, ich chan wieder freier atme schönä tag no",ich ha s gfuehl ich chan wieder freier atme schoenae tag no,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"ey, ich bin stolz, dass ich mini werte nöd verloo ha zum dankbar sii",ey ich bi stolz dass ich mini werte ned verloo ha zum dankbar sii,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
dä login will eifach nöd funktioniere,dae login will eifach ned funktioniere,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
"i ha s gfuehl, mir verstöhnd üs immer weniger gopfertami schöns wucheend",i ha s gfuehl mir verstoehnd ues immer weniger gopfertami schoens wucheend,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"vo minere sicht her funktioniert s, aber d doku chönnt besser sii mached mer so imfall",vo minere sicht her funktioniert s aber d doku choennt besser sii mached mer so im fall,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"ich bin traurig, wie sich das entwicklet het",ich bi traurig wie sich das entwicklet het,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,True
"hey, s projekt isch extrem guet usecho",hey s projekt isch extrem guet usecho,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
ich versueche meh kreativs zeug i mini freizit ine z bringe,ich versueche meh kreativs zeug i mini freizit ine z bringe,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
ich ha ständig müedigkeit und kenn de grund nöd,ich ha staendig mueedigkeit und kenn de grund ned,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"hey, merci fürs dini unterstützig bis bald",hey merci fuers dini unterstuetzig bis bald,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
"ey, grad in de nöi isch vil diskussion zu dem thema bis bald",ey grad in de noei isch vil diskussion zu dem thema bis bald,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"es lauft nöd perfekt, aber es stimmt für mich voll cool",es lauft ned perfekt aber es stimmt fuer mich voll cool,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"endlich isch d entscheidig do, und s isch besser cho als erwartet gruessli",endlich isch d entscheidig do und s isch besser cho als erwartet gruessli,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"mini app spinnt scho wieder und ich weiss nöd, wieso",mini app spinnt scho wieder und ich weiss noed wieso,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
für wann sömer s ungefähr apegge? mal gseh,fuer wann soemer s ungefaehr apegge mal gseh,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
du hesch en super job gmacht,du hesch en super job gmacht,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
ich ha kei lust meh uf no meh stress mit däne zum d wand ufe laufä,ich ha kei lust meh uf no meh stress mit daene zum d wand ufe laufae,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
ich bin im job grad nur am hinterher renne,ich bi im job grad nur am hinterher renne,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
passts dir am morn oder am abig besser?,passts dir am morn oder am abig besser,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
ich cha uf das resultat ohni schlechts gfühl luege richtig schön,ich chan uf das resultat ohni schlechts gfuehl luege richtig schoen,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"ich ha s gfuehl, ich zieh mi immer meh zrugg so en scheiss bis bald",ich ha s gfuehl ich zieh mi immer meh zrugg so en scheiss bis bald,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"sali, ich ha s gfuehl, ich werd nöd würkli wahrgnuu",sali ich ha s gfuehl ich werd ned wuerkli wahrgnuu,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
mini schlaf isch seit wuche schlecht und das macht mir sorge ciao,mini schlaf isch seit wuche schlecht und das macht mir sorge ciao,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
mini agenda isch voll und ich ha kei luft meh liebi grüess,mini agenda isch voll und ich ha kei luft meh liebi grueess,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
"sali, ich bi stolz, dass ich drblibe bi, au wenn s schwierig gsi isch",sali ich bi stolz dass ich drblibe bi au wenn s schwierig gsi isch,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
wie läuft das normalerwiis ab?,wie laeuft das normalerwiis ab,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
ich bi voll beeindruckt vo dim resultat,ich bi voll beeindruckt vo dim resultat,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
"ey, ich ha gseh, dass d termi sich chli gschobe händ",ey ich ha gseh dass d termi sich chli gschobe haend,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"jo, ich ha angst, dä ansprüch nöd z genüege so en scheiss liebi grüess",jo ich ha angst dae anspruech ned z genueege so en scheiss liebi grueess,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
ich verliere grad dr überblick zum d wand ufe laufä,ich verliere grad dr ueberblick zum d wand ufe laufae,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
jedä tag fählt sich gliich streng a zum schreiä lg,jedae tag faehlt sich gliich streng a zum schreiae lg,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
"na, alles klar bi dir?",na alles klar bi dir,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
