text,label,intent,is_seed,text_clean
ich bi müed vom ständigem probiere,negativ,enttäuschung_beziehung,True,ich bi mueed vom staendigem probiere
ich fühl mi unersetzbar und nöd wichtig,negativ,enttäuschung_beziehung,True,ich fuehl mi unersetzbar und ned wichtig
"ich weiss nöd, wie lang ich das no cha",negativ,enttäuschung_beziehung,True,ich weiss noed wie lang ich das no chan
"ich bruch eigentlich nächi, aber ich spür distanz",negativ,enttäuschung_beziehung,True,ich bruch eigentlich naechi aber ich spuer distanz
"ich würd gern vertroue, aber es fällt mer schwer",negativ,enttäuschung_beziehung,True,ich wuerd gern vertroue aber es faellt mer schwer
"ich ha s gfühl, ich bi nur option und nöd wichtig",negativ,enttäuschung_beziehung,True,ich ha s gfuehl ich bi nur option und ned wichtig
"ich bi verletzt, wie wenig si zeigt, dass es ihr was bedeutet",negativ,enttäuschung_beziehung,True,ich bi verletzt wie wenig si zeigt dass es ihr was bedeutet
ich fühl mi imfall mega einsam grad,negativ,einsamkeit,True,ich fuehl mi im fall mega einsam grad
"au wenn lüt um mich sind, fühl ich mi allei",negativ,einsamkeit,True,au wenn luet um mich sind fuehl ich mi allei
"ich ha s gfühl, niemer versteht mi würkli",negativ,einsamkeit,True,ich ha s gfuehl niemer versteht mi wuerkli
"ich weiss nöd, mit wem ich drüber rede cha",negativ,einsamkeit,True,ich weiss noed mit wem ich drueber rede chan
"alli händ ihre gruppe, nur ich nöd",negativ,einsamkeit,True,alli haend ihre gruppe nur ich ned
"ich würd mir meh nächi wünsche, aber weiss nöd wie",negativ,einsamkeit,True,ich wuerd mir meh naechi wuensche aber weiss ned wie
"ich ha vil kontakt online, aber wenig echt nächi",negativ,einsamkeit,True,ich ha vil kontakt online aber wenig echt naechi
ich vermisse s gfühl vo ufgnoh sii,negativ,einsamkeit,True,ich vermisse s gfuehl vo ufgnoh sii
ich fühl mi scho lang isoliert,negativ,einsamkeit,True,ich fuehl mi scho lang isoliert
ich zieh mi immer meh zrugg,negativ,einsamkeit,True,ich zieh mi immer meh zrugg
ich würd gern näheri verbindige ha,negativ,einsamkeit,True,ich wuerd gern naeheri verbindige ha
"ich ha s gfühl, ich bin unsichtbar",negativ,einsamkeit,True,ich ha s gfuehl ich bi unsichtbar
ich fühl mi wie am rand vo allem,negativ,einsamkeit,True,ich fuehl mi wie am rand vo allem
"ich weiss nöd, wie ich us däm loch usefinde",negativ,einsamkeit,True,ich weiss noed wie ich us daem loch usefinde
ich bi oft allei mit mine gedanke,negativ,einsamkeit,True,ich bi oft allei mit mine gedanke
ich würd gern meh soziali momänt ha,negativ,einsamkeit,True,ich wuerd gern meh soziali momaent ha
"ich ha s gfühl, ich rede, aber niemer loset",negativ,einsamkeit,True,ich ha s gfuehl ich rede aber niemer loset
"ich fühl mi de ganze tag einsam, au unter lüte",negativ,einsamkeit,True,ich fuehl mi de ganze tag einsam au unter luete
ich vermisse richtigi nächi zu öpperem,negativ,einsamkeit,True,ich vermisse richtigi naechi zu oepperem
"ich weiss nöd, wie ich wieder anschluss finde",negativ,einsamkeit,True,ich weiss noed wie ich wieder anschluss finde
"ich ha s gfühl, ich ghör nöd richtig dezue",negativ,einsamkeit,True,ich ha s gfuehl ich ghoer ned richtig dezue
ich würd gern es chli wärmi spüre,negativ,einsamkeit,True,ich wuerd gern es chli waermi spuere
ich fühl mi eifach leer und allei,negativ,einsamkeit,True,ich fuehl mi eifach leer und allei
"ich ha s gfühl, ich bin d ganz zit am warten uf öpper",negativ,einsamkeit,True,ich ha s gfuehl ich bi d ganz zit am warten uf oepper
ich würd gern meh menschliche kontakt ha,negativ,einsamkeit,True,ich wuerd gern meh menschliche kontakt ha
ich fühl mi manchmal wie verdrängt,negativ,einsamkeit,True,ich fuehl mi manchmal wie verdraengt
"ich weiss nöd, öb öpper würkli für mich do wär",negativ,einsamkeit,True,ich weiss noed oeb oepper wuerkli fuer mich do waer
ich fühl mi wie abgeschnitten vo allne,negativ,einsamkeit,True,ich fuehl mi wie abgeschnitten vo allne
"ich ha angst, dass ich für immer so allein blibe",negativ,einsamkeit,True,ich ha angst dass ich fuer immer so allein blibe
ich wott eifach wieder verbindig spüre,negativ,einsamkeit,True,ich wott eifach wieder verbindig spuere
"merci viu mau, das isch mega lieb vo dir",positiv,dank,True,merci viu mau das isch mega lieb vo dir
ich bi dir würkli dankbar für dini hilf,positiv,dank,True,ich bi dir wuerkli dankbar fuer dini hilf
"danke, dass du dir die zit gnoh hesch",positiv,dank,True,danke dass du dir die zit gnoh hesch
"es bedeutet mer vil, merci viu mau",positiv,dank,True,es bedeutet mer vil merci viu mau
"merci für dini unterstützig, das het mer guet ta",positiv,dank,True,merci fuer dini unterstuetzig das het mer guet ta
"ich schätz das mega, danke dir",positiv,dank,True,ich schaetz das mega danke dir
"merci, dass du immer so geduldig bisch",positiv,dank,True,merci dass du immer so geduldig bisch
"ich bin froh um dis feedback, merci",positiv,dank,True,ich bi froh um dis feedback merci
"danke fürs zuelose, das het mir sehr gholfe",positiv,dank,True,danke fuers zuelose das het mir sehr gholfe
"merci, dass du für mich do bisch",positiv,dank,True,merci dass du fuer mich do bisch
"danke für dini müeh, das isch nöd selbstverständlich",positiv,dank,True,danke fuer dini mueeh das isch ned selbstverstaendlich
"ich weiss das würkli z schätze, merci",positiv,dank,True,ich weiss das wuerkli z schaetze merci
"merci fürs organisieren, das het perfekt passt",positiv,dank,True,merci fuers organisieren das het perfekt passt
"danke dir, ich han würklich freud a dim support",positiv,dank,True,danke dir ich han wuerklich freud a dim support
"merci für dini ruigi art, das tuet mer guet",positiv,dank,True,merci fuer dini ruigi art das tuet mer guet
"danke für dine input, der isch mega wertvoll gsi",positiv,dank,True,danke fuer dine input der isch mega wertvoll gsi
"merci, dass du mir immer wieder hilfsch",positiv,dank,True,merci dass du mir immer wieder hilfsch
ich bi dir sehr dankbar für dini perspektiv,positiv,dank,True,ich bi dir sehr dankbar fuer dini perspektiv
"merci, dass du mir das erklärt hesch",positiv,dank,True,merci dass du mir das erklaert hesch
"danke, dass du mi ernst nimmsch",positiv,dank,True,danke dass du mi ernst nimmsch
"ich bi froh, dass ich cha uf dich zähle, merci",positiv,dank,True,ich bi froh dass ich chan uf dich zaehle merci
"merci, ich hätt das würkli nöd ohni dich packt",positiv,dank,True,merci ich haett das wuerkli ned ohni dich packt
"danke, dass du dir immer wieder zit nimmsch",positiv,dank,True,danke dass du dir immer wieder zit nimmsch
merci fürs checke und zruggmelde,positiv,dank,True,merci fuers checke und zruggmelde
danke für dini geduld mit mir,positiv,dank,True,danke fuer dini geduld mit mir
"merci, dass du s mir so verständlich gmacht hesch",positiv,dank,True,merci dass du s mir so verstaendlich gmacht hesch
"ich finds mega schön, dass du so hilfsbereit bisch",positiv,dank,True,ich finds mega schoen dass du so hilfsbereit bisch
"danke, dass du mi unterstützt hesch, wo ichs brucht ha",positiv,dank,True,danke dass du mi unterstuetzt hesch wo ichs brucht ha
ich bi dir unfassbar dankbar,positiv,dank,True,ich bi dir unfassbar dankbar
"merci, du hesch mir würklich druck gnusserlöset",positiv,dank,True,merci du hesch mir wuerklich druck gnusserloeset
das hesch imfall mega guet gmacht,positiv,lob,True,das hesch im fall mega guet gmacht
ich bi voll beeindruckt vo dim resultat,positiv,lob,True,ich bi voll beeindruckt vo dim resultat
du hesch das richtig professionell umegsetzt,positiv,lob,True,du hesch das richtig professionell umegsetzt
das isch eifach top worde,positiv,lob,True,das isch eifach top worde
du chasch würkli stolz sii uf dich,positiv,lob,True,du chasch wuerkli stolz sii uf dich
"das isch super arbeit, imfall",positiv,lob,True,das isch super arbeit im fall
ich finds extrem gelungen,positiv,lob,True,ich finds extrem gelungen
du hesch en mega job gmacht,positiv,lob,True,du hesch en mega job gmacht
"ich han richtig freud ghaa, das z gseh",positiv,lob,True,ich han richtig freud ghaa das z gseh
das isch qualitativ mega stark,positiv,lob,True,das isch qualitativ mega stark
"so gueti arbeit, wow",positiv,lob,True,so gueti arbeit wow
"ich finds mega, wie du das aagange bisch",positiv,lob,True,ich finds mega wie du das aagange bisch
das isch viel besser worde als erwartet,positiv,lob,True,das isch viel besser worde als erwartet
"du hesch voll drus, imfall",positiv,lob,True,du hesch voll drus im fall
ich bin begeistert vo dim output,positiv,lob,True,ich bi begeistert vo dim output
du hesch en sehr gschickte lösig gfunde,positiv,lob,True,du hesch en sehr gschickte loesig gfunde
ich bewundere dini sorgfalt,positiv,lob,True,ich bewundere dini sorgfalt
das isch mega schön umegsetzt,positiv,lob,True,das isch mega schoen umegsetzt
du hesch dä task richtig guet mastered,positiv,lob,True,du hesch dae task richtig guet mastered
"ich find s beeindruckend, wie souverän das isch",positiv,lob,True,ich find s beeindruckend wie souveraen das isch
dini strukturierti art het sich voll uszahlt,positiv,lob,True,dini strukturierti art het sich voll uszahlt
du hesch drüber naadacht und das merkt mer,positiv,lob,True,du hesch drueber naadacht und das merkt mer
"ich find s toll, wie kreativ du bisch",positiv,lob,True,ich find s toll wie kreativ du bisch
dinu idee isch mega clever gsi,positiv,lob,True,dinu idee isch mega clever gsi
ich bi positiv überrascht vo dim ansatz,positiv,lob,True,ich bi positiv ueberrascht vo dim ansatz
du hesch s thema richtig guet begriffe,positiv,lob,True,du hesch s thema richtig guet begriffe
"ich finds stark, wie du das glöst hesch",positiv,lob,True,ich finds stark wie du das gloest hesch
de output isch sehr überzeugend,positiv,lob,True,de output isch sehr ueberzeugend
"ich finds mega, wie professionell du das machsch",positiv,lob,True,ich finds mega wie professionell du das machsch
"super gmachti arbeit, imfall!",positiv,lob,True,super gmachti arbeit imfall
ich freu mi grad riesig drüber,positiv,freud,True,ich freu mi grad riesig drueber
ich bi mega happy im momänt,positiv,freud,True,ich bi mega happy im momaent
das macht mi richtig glücklich,positiv,freud,True,das macht mi richtig gluecklich
"ich ha s gfuehl, ich strahl de ganz tag",positiv,freud,True,ich ha s gfuehl ich strahl de ganz tag
das het mir dä tag verschönert,positiv,freud,True,das het mir dae tag verschoenert
ich bi voll positive stimmig,positiv,freud,True,ich bi voll positive stimmig
"ich chan s kaum glaube, wie guet das cho isch",positiv,freud,True,ich chan s kaum glaube wie guet das cho isch
ich bin richtig begeistert,positiv,freud,True,ich bi richtig begeistert
"ich ha so freud gha, das z erlebe",positiv,freud,True,ich ha so freud gha das z erlebe
das git mir grad mega viel energie,positiv,freud,True,das git mir grad mega viel energie
ich ha so en schöne moment gha,positiv,freud,True,ich ha so en schoene moment gha
ich bi mega erfüllt grad,positiv,freud,True,ich bi mega erfuellt grad
"ich freu mi so fescht, dass das klappt het",positiv,freud,True,ich freu mi so fescht dass das klappt het
es isch eifach schön gsi,positiv,freud,True,es isch eifach schoen gsi
ich chan grad richtig ufpüschelet atme,positiv,freud,True,ich chan grad richtig ufpueschelet atme
ich bi so zufrieden mit dem ganze,positiv,freud,True,ich bi so zufrieden mit dem ganze
"ich ha s so chli im herz gspürt, vor freud",positiv,freud,True,ich ha s so chli im herz gspuert vor freud
"ich finds wunderschön, wie s cho isch",positiv,freud,True,ich finds wunderschoen wie s cho isch
ich bi mega erleichtert und froh,positiv,freud,True,ich bi mega erleichtert und froh
"ich han richtig freud ghaa, das z teile",positiv,freud,True,ich han richtig freud ghaa das z teile
ich bin so glücklich über dä verlauf,positiv,freud,True,ich bi so gluecklich ueber dae verlauf
ich freu mi jedes mol wieder drüber,positiv,freud,True,ich freu mi jedes mol wieder drueber
ich ha das mega genosse,positiv,freud,True,ich ha das mega genosse
das het mi würkli stärkt,positiv,freud,True,das het mi wuerkli staerkt
ich bin voller freud i dä situation,positiv,freud,True,ich bi voller freud i dae situation
"ich han echt chli gwunder, wie guet s cho isch",positiv,freud,True,ich han echt chli gwunder wie guet s cho isch
ich bi mega positiv überrascht worde,positiv,freud,True,ich bi mega positiv ueberrascht worde
"das het so guet ta, ich ha richtig glacht",positiv,freud,True,das het so guet ta ich ha richtig glacht
ich freu mi mega über das resultat,positiv,freud,True,ich freu mi mega ueber das resultat
ich bi eifach glücklich grad,positiv,freud,True,ich bi eifach gluecklich grad
"ich ha mini prüefig bstange, bin mega erleichtert",positiv,erfolg,True,ich ha mini prueefig bstange bi mega erleichtert
s projekt isch richtig guet usecho,positiv,erfolg,True,s projekt isch richtig guet usecho
"ich ha es ziel erreicht, wo ich lang drfür gschaffet ha",positiv,erfolg,True,ich ha es ziel erreicht wo ich lang drfuer gschaffet ha
mini müeh hät sich würkli glohnt,positiv,erfolg,True,mini mueeh haet sich wuerkli glohnt
ich ha es komplizierts thema endlich checkt,positiv,erfolg,True,ich ha es komplizierts thema endlich checkt
ich ha mega positive rückmeldung übercho,positiv,erfolg,True,ich ha mega positive rueckmeldung uebercho
"ich bi wiiter cho, als ich denkt ha",positiv,erfolg,True,ich bi wiiter cho als ich denkt ha
"ich bi stolz, dass ich das durchzoge ha",positiv,erfolg,True,ich bi stolz dass ich das durchzoge ha
ich ha erfolgreich es problem glöst,positiv,erfolg,True,ich ha erfolgreich es problem gloest
ich ha im job en schöne erfolg gha,positiv,erfolg,True,ich ha im job en schoene erfolg gha
ich spür grad richtig fortschritt,positiv,erfolg,True,ich spuer grad richtig fortschritt
ich bi mega zfriede mit mim outcome,positiv,erfolg,True,ich bi mega zfriede mit mim outcome
es isch besser cho als erwartet,positiv,erfolg,True,es isch besser cho als erwartet
ich ha dä milestone endlich erreicht,positiv,erfolg,True,ich ha dae milestone endlich erreicht
"ich ha s gfühl, ich wachse grad richtig",positiv,erfolg,True,ich ha s gfuehl ich wachse grad richtig
"ich ha öppis gschafft, wo ich nöd sicher gsi bi",positiv,erfolg,True,ich ha oeppis gschafft wo ich ned sicher gsi bi
"ich ha feedback übercho, dass s top isch gsi",positiv,erfolg,True,ich ha feedback uebercho dass s top isch gsi
ich bi stolz uf mini performance,positiv,erfolg,True,ich bi stolz uf mini performance
"ich ha öppis erreicht, wo mir vil bedeutet",positiv,erfolg,True,ich ha oeppis erreicht wo mir vil bedeutet
ich bi mega froh über dä erfolg,positiv,erfolg,True,ich bi mega froh ueber dae erfolg
ich chan eifach stolz sii uf mich,positiv,erfolg,True,ich chan eifach stolz sii uf mich
"ich ha öppis ufgschafft, wo lang angestanden isch",positiv,erfolg,True,ich ha oeppis ufgschafft wo lang angestanden isch
ich würd s am liebste allem verzelle,positiv,erfolg,True,ich wuerd s am liebste allem verzelle
"es isch schön, öppis abghäkelt z ha",positiv,erfolg,True,es isch schoen oeppis abghaekelt z ha
ich bi imfall grad im erfolgsflow,positiv,erfolg,True,ich bi im fall grad im erfolgsflow
ich ha richtig en step forward gmacht,positiv,erfolg,True,ich ha richtig en step forward gmacht
"ich bi so erleichtert, dass s klappt het",positiv,erfolg,True,ich bi so erleichtert dass s klappt het
ich ha öppis usprobiert und es het funktioniert,positiv,erfolg,True,ich ha oeppis usprobiert und es het funktioniert
"ich bi überrascht, wie guet s usecho isch",positiv,erfolg,True,ich bi ueberrascht wie guet s usecho isch
das isch sicher en schoener erfolgsmoment,positiv,erfolg,True,das isch sicher en schoener erfolgsmoment
"ich bi so erleichtert, dass das jetzt um isch",positiv,erleichterung,True,ich bi so erleichtert dass das jetzt um isch
mir isch en riesen stei vom härz gfalle,positiv,erleichterung,True,mir isch en riesen stei vom haerz gfalle
ich ha lang sorgä gha und jetzt isch s doch guet cho,positiv,erleichterung,True,ich ha lang sorgae gha und jetzt isch s doch guet cho
ich chan wieder freier atme,positiv,erleichterung,True,ich chan wieder freier atme
mini angst het sich zum gliick nöd bestätigt,positiv,erleichterung,True,mini angst het sich zum gliick ned bestaetigt
"ich bi froh, dass s nöd schlimmer worde isch",positiv,erleichterung,True,ich bi froh dass s ned schlimmer worde isch
endlich isch es chli ruiger worde,positiv,erleichterung,True,endlich isch es chli ruiger worde
"ich bi so erleichtert, dass es funktioniert het",positiv,erleichterung,True,ich bi so erleichtert dass es funktioniert het
"es tuet mega guet, dass s jetzt klar isch",positiv,erleichterung,True,es tuet mega guet dass s jetzt klar isch
ich ha lang gwartet und jetzt isch es endlich vom tisch,positiv,erleichterung,True,ich ha lang gwartet und jetzt isch es endlich vom tisch
"ich bin erleichtert, dass ich nöd ganz falsch glege bi",positiv,erleichterung,True,ich bi erleichtert dass ich ned ganz falsch glege bi
ich ha lang drüber nachdacht und jetzt passt s für mich,positiv,erleichterung,True,ich ha lang drueber nachdacht und jetzt passt s fuer mich
"ich bi froh, dass ich die entscheidig endlich ha",positiv,erleichterung,True,ich bi froh dass ich die entscheidig endlich ha
"ich bi erleichtert, dass ich es nöd verschlimmert ha",positiv,erleichterung,True,ich bi erleichtert dass ich es ned verschlimmert ha
"ich chan wieder normal schlofe, so erleichtert bi ich",positiv,erleichterung,True,ich chan wieder normal schlofe so erleichtert bi ich
"ich bi froh, dass ich das hinter mir ha",positiv,erleichterung,True,ich bi froh dass ich das hinter mir ha
"ich ha s gfühl, mini last isch chli lichter worde",positiv,erleichterung,True,ich ha s gfuehl mini last isch chli lichter worde
"ich bi erleichtert, wie guet s am end usecho isch",positiv,erleichterung,True,ich bi erleichtert wie guet s am end usecho isch
"ich bi froh, dass ich nöd alles falsch verstande ha",positiv,erleichterung,True,ich bi froh dass ich ned alles falsch verstande ha
ich chan wieder es bisschen entspanne,positiv,erleichterung,True,ich chan wieder es bisschen entspanne
"ich bi erleichtert, dass alles so friedlich verblibe isch",positiv,erleichterung,True,ich bi erleichtert dass alles so friedlich verblibe isch
"ich bi mega froh, dass s nöd eskaliert isch",positiv,erleichterung,True,ich bi mega froh dass s ned eskaliert isch
endlich cha ich druck us em chopf loh,positiv,erleichterung,True,endlich chan ich druck us em chopf loh
"ich ha s gfühl, ich ha wieder boden unter de füss",positiv,erleichterung,True,ich ha s gfuehl ich ha wieder boden unter de fuess
"ich bi erleichtert, dass ich nöd alei bin",positiv,erleichterung,True,ich bi erleichtert dass ich ned alei bi
"ich bi froh, dass sich die sorgä nöd bestätigt händ",positiv,erleichterung,True,ich bi froh dass sich die sorgae ned bestaetigt haend
"ich bi erleichtert, dass ich d lösig gfunde ha",positiv,erleichterung,True,ich bi erleichtert dass ich d loesig gfunde ha
"ich bi froh, dass ich das theama endlich abhäklet ha",positiv,erleichterung,True,ich bi froh dass ich das theama endlich abhaeklet ha
"ich ha s gfühl, ich chan wieder duratme",positiv,erleichterung,True,ich ha s gfuehl ich chan wieder duratme
ich bi mega erleichtert über dä ausgang,positiv,erleichterung,True,ich bi mega erleichtert ueber dae ausgang
ich bi würkli stolz uf mich grad,positiv,stolz,True,ich bi wuerkli stolz uf mich grad
"ich ha öppis gstemt, wo ich mir nöd zuegtraut ha",positiv,stolz,True,ich ha oeppis gstemt wo ich mir ned zuegtraut ha
"es isch schön z gseh, wie wiit ich cho bi",positiv,stolz,True,es isch schoen z gseh wie wiit ich cho bi
"ich ha s gfühl, ich cha zurecht stolz sii",positiv,stolz,True,ich ha s gfuehl ich chan zurecht stolz sii
ich ha hart drfür gschaffet und s het sich glohnt,positiv,stolz,True,ich ha hart drfuer gschaffet und s het sich glohnt
ich bi zfriede mit mir und minere performance,positiv,stolz,True,ich bi zfriede mit mir und minere performance
"ich bi stolz, dass ich durrblibe bi",positiv,stolz,True,ich bi stolz dass ich durrblibe bi
ich han mini eigete erwartige übertroffe,positiv,stolz,True,ich han mini eigete erwartige uebertroffe
ich cha uf das resultat mit stolz luege,positiv,stolz,True,ich chan uf das resultat mit stolz luege
"ich bi stolz, wie ich mit dä situation umgange bi",positiv,stolz,True,ich bi stolz wie ich mit dae situation umgange bi
"ich bi stolz, dass ich mini werte bewahrt ha",positiv,stolz,True,ich bi stolz dass ich mini werte bewahrt ha
ich ha mini komfortzone verliä und es het sich glohnt,positiv,stolz,True,ich ha mini komfortzone verliae und es het sich glohnt
ich bi stolz uf jedes chliini schrittli,positiv,stolz,True,ich bi stolz uf jedes chliini schrittli
"ich bi stolz, dass ich dr schnauf ha do z'bliibe",positiv,stolz,True,ich bi stolz dass ich dr schnauf ha do z bliibe
"ich bi beeindruckt, wie ich das packt ha",positiv,stolz,True,ich bi beeindruckt wie ich das packt ha
"ich bi stolz, dass ich mich nöd unterkriege lah ha",positiv,stolz,True,ich bi stolz dass ich mich ned unterkriege lah ha
"ich cha ehrlich säge, dass ich stolz uf mich bi",positiv,stolz,True,ich chan ehrlich saege dass ich stolz uf mich bi
"ich bi stolz, dass ich s durchzieh ha",positiv,stolz,True,ich bi stolz dass ich s durchzieh ha
ich bi stolz uf mini entwicklung,positiv,stolz,True,ich bi stolz uf mini entwicklung
ich cha mini erfolg würkli spüre,positiv,stolz,True,ich chan mini erfolg wuerkli spuere
"ich bi stolz, dass ich so vill gelernt ha",positiv,stolz,True,ich bi stolz dass ich so vill gelernt ha
"ich bin stolz, dass ich Verantwortung übernoh ha",positiv,stolz,True,ich bi stolz dass ich verantwortung uebernoh ha
"ich bi stolz, dass ich mini gränze akzeptiere cha",positiv,stolz,True,ich bi stolz dass ich mini graenze akzeptiere chan
"ich bi stolz, wie ich aus fehler glärnt ha",positiv,stolz,True,ich bi stolz wie ich aus fehler glaernt ha
ich bi stolz uf mini disziplin,positiv,stolz,True,ich bi stolz uf mini disziplin
"ich bi stolz, wie ich das gemeistert ha",positiv,stolz,True,ich bi stolz wie ich das gemeistert ha
"ich ha endlich s gfühl, ich cha öppis",positiv,stolz,True,ich ha endlich s gfuehl ich chan oeppis
"ich bi stolz, dass ich mi nöd ha stressä lah",positiv,stolz,True,ich bi stolz dass ich mi ned ha stressae lah
"ich bi stolz, dass ich mini ziele verfolge",positiv,stolz,True,ich bi stolz dass ich mini ziele verfolge
ich bi stolz uf mini schritt i d richtige richtung,positiv,stolz,True,ich bi stolz uf mini schritt i d richtige richtung
mir händ en mega gmüetliche abig gha,positiv,verbindung_freunde,True,mir haend en mega gmueetliche abig gha
ich bi so froh um mini fründschaftä,positiv,verbindung_freunde,True,ich bi so froh um mini fruendschaftae
"mir händ so viel glacht, das het guet ta",positiv,verbindung_freunde,True,mir haend so viel glacht das het guet ta
ich fühl mi grad richtig ufgnoh i dere gruppe,positiv,verbindung_freunde,True,ich fuehl mi grad richtig ufgnoh i dere gruppe
"ich ha s gfühl, mir verstöhnd üs immer besser",positiv,verbindung_freunde,True,ich ha s gfuehl mir verstoehnd ues immer besser
mir händ sogar über ernsti sache chönne rede,positiv,verbindung_freunde,True,mir haend sogar ueber ernsti sache choenne rede
"ich schätz es mega, so mensche um mich z ha",positiv,verbindung_freunde,True,ich schaetz es mega so mensche um mich z ha
ich ha lang nüm so e ehrlechs gspröch gha,positiv,verbindung_freunde,True,ich ha lang nuem so e ehrlechs gsproech gha
"ich bin dankbar für die nächi, wo mir händ",positiv,verbindung_freunde,True,ich bi dankbar fuer die naechi wo mir haend
"ich ha s gfühl, ich bi nöd alei mit mine themä",positiv,verbindung_freunde,True,ich ha s gfuehl ich bi ned alei mit mine themae
mir händ en schöne momänt zäme gha,positiv,verbindung_freunde,True,mir haend en schoene momaent zaeme gha
"ich bi froh, dass ich so verlässligi fründe ha",positiv,verbindung_freunde,True,ich bi froh dass ich so verlaessligi fruende ha
d zeit mit mine fründe tuet mer unglaublich guet,positiv,verbindung_freunde,True,d zeit mit mine fruende tuet mer unglaublich guet
"es isch schön, dass mer eifach sii cha wie mer isch",positiv,verbindung_freunde,True,es isch schoen dass mer eifach sii chan wie mer isch
ich ha mich richtig wohl gfühlt bi üse abmachig,positiv,verbindung_freunde,True,ich ha mich richtig wohl gfuehlt bi uese abmachig
"ich ha s gfühl, mini fründe gäh mir mega viel halt",positiv,verbindung_freunde,True,ich ha s gfuehl mini fruende gaeh mir mega viel halt
ich bi dankbar für jede minute zäme,positiv,verbindung_freunde,True,ich bi dankbar fuer jede minute zaeme
"ich ha fründ, wo ehrlich zu mir sind – das isch gold wert",positiv,verbindung_freunde,True,ich ha fruend wo ehrlich zu mir sind das isch gold wert
"ich finds schön, dass mir so offe chönd rede",positiv,verbindung_freunde,True,ich finds schoen dass mir so offe choend rede
mini fründe gäh mir richtig viel energie,positiv,verbindung_freunde,True,mini fruende gaeh mir richtig viel energie
"ich ha wieder mol gmärkt, wie wichtig fründe sind",positiv,verbindung_freunde,True,ich ha wieder mol gmaerkt wie wichtig fruende sind
"ich bi mega froh, so lüt i mim läbe z ha",positiv,verbindung_freunde,True,ich bi mega froh so luet i mim laebe z ha
ich fühl mi unterstützt und nöd alei,positiv,verbindung_freunde,True,ich fuehl mi unterstuetzt und ned alei
mir händ so en schöne vibe zäme,positiv,verbindung_freunde,True,mir haend so en schoene vibe zaeme
"ich fands wunderschön, wie authentisch s gsi isch",positiv,verbindung_freunde,True,ich fands wunderschoen wie authentisch s gsi isch
mini fründe sind würkli wertvoll für mi,positiv,verbindung_freunde,True,mini fruende sind wuerkli wertvoll fuer mi
ich bi richtig dankbar für üs allne,positiv,verbindung_freunde,True,ich bi richtig dankbar fuer ues allne
"ich ha s gfühl, mini fründschaftä wärded immer tiefer",positiv,verbindung_freunde,True,ich ha s gfuehl mini fruendschaftae waerded immer tiefer
ich ha en mega schöne momänt mit öpper erlebt,positiv,verbindung_freunde,True,ich ha en mega schoene momaent mit oepper erlebt
"es isch so guet, sich verstanden z fühle",positiv,verbindung_freunde,True,es isch so guet sich verstanden z fuehle
ich bi imfall voll motiviert grad,positiv,motivation,True,ich bi im fall voll motiviert grad
"ich ha richtig lust, öppis azpacke",positiv,motivation,True,ich ha richtig lust oeppis azpacke
ich bi voller energie im momänt,positiv,motivation,True,ich bi voller energie im momaent
"ich ha s gfühl, jetzt isch en guete moment für neues",positiv,motivation,True,ich ha s gfuehl jetzt isch en guete moment fuer neues
"ich ha so vill idee, die ich umsetze wott",positiv,motivation,True,ich ha so vill idee die ich umsetze wott
ich spür grad richtig drive i mir,positiv,motivation,True,ich spuer grad richtig drive i mir
ich bi mega parat für die nächschte schritt,positiv,motivation,True,ich bi mega parat fuer die naechschte schritt
ich ha sogar freud am challenge,positiv,motivation,True,ich ha sogar freud am challenge
ich fühl mi richtig produktiv,positiv,motivation,True,ich fuehl mi richtig produktiv
"ich ha s gfühl, ich cha grad mega vill bewege",positiv,motivation,True,ich ha s gfuehl ich chan grad mega vill bewege
ich bin motiviert wie scho lang nüm,positiv,motivation,True,ich bi motiviert wie scho lang nuem
ich schmöck grad es chli erfolgs luft,positiv,motivation,True,ich schmoeck grad es chli erfolgs luft
ich bi voll im fokus,positiv,motivation,True,ich bi voll im fokus
ich ha mega bock zum dranzbliibe,positiv,motivation,True,ich ha mega bock zum dranzbliibe
"ich glaub, ich cha richtig gueti ideä umsetze",positiv,motivation,True,ich glaub ich chan richtig gueti ideae umsetze
ich bi voll im flow grad,positiv,motivation,True,ich bi voll im flow grad
ich würd am liebschte grad starte,positiv,motivation,True,ich wuerd am liebschte grad starte
ich spür mega viel kraft im momänt,positiv,motivation,True,ich spuer mega viel kraft im momaent
"ich bin motiviert, öppis neu z probiere",positiv,motivation,True,ich bi motiviert oeppis neu z probiere
"ich ha s gfühl, alles isch möglich grad",positiv,motivation,True,ich ha s gfuehl alles isch moeglich grad
ich ha voll lust uf s projekt,positiv,motivation,True,ich ha voll lust uf s projekt
ich bi mega driven,positiv,motivation,True,ich bi mega driven
"ich glaub, es chunt öppis guets use",positiv,motivation,True,ich glaub es chunt oeppis guets use
ich bin richtig wach und parat,positiv,motivation,True,ich bi richtig wach und parat
ich ha richtig en schub übercho,positiv,motivation,True,ich ha richtig en schub uebercho
ich bi mega inspiriert,positiv,motivation,True,ich bi mega inspiriert
ich ha viel energie für dini ufgabe,positiv,motivation,True,ich ha viel energie fuer dini ufgabe
ich bi voller elan,positiv,motivation,True,ich bi voller elan
ich spür en positivie schub,positiv,motivation,True,ich spuer en positivie schub
